zip,donations,total,NAME,variable,estimate,moe,Donations_Per100
20601,1425,35154.4,ZCTA5 20601,population,25517,1367,55.84512285927029
20602,897,22974.03999999998,ZCTA5 20602,population,26550,1088,33.78531073446327
20603,1449,54640.36000000012,ZCTA5 20603,population,31975,1042,45.316653635652855
20604,58,1159.21,NA,NA,NA,NA,NA
20606,21,293.59999999999997,ZCTA5 20606,population,374,186,56.14973262032086
20607,578,12869.199999999992,ZCTA5 20607,population,10843,810,53.30628054966338
20608,26,960.7,ZCTA5 20608,population,860,191,30.232558139534884
20609,48,2305.4399999999996,ZCTA5 20609,population,1151,285,41.70286707211121
20610,40,2338.0399999999995,NA,NA,NA,NA,NA
20611,35,826.2,ZCTA5 20611,population,1634,338,21.419828641370867
20612,146,717.07,ZCTA5 20612,population,203,146,719.2118226600985
20613,1242,21712.14999999992,ZCTA5 20613,population,14020,956,88.58773181169758
20615,156,2400.2400000000016,ZCTA5 20615,population,421,190,370.54631828978626
20616,292,6938.1399999999985,ZCTA5 20616,population,6389,852,45.703552981687274
20617,122,2581.13,ZCTA5 20617,population,832,260,146.6346153846154
20618,111,3086.189999999999,ZCTA5 20618,population,406,160,273.3990147783251
20619,1321,50741.130000000056,ZCTA5 20619,population,15052,1018,87.76242359819294
20620,163,5863.94,ZCTA5 20620,population,1369,487,119.06501095690285
20621,39,1845.489999999999,ZCTA5 20621,population,960,329,40.625
20622,383,17405.309999999994,ZCTA5 20622,population,6887,865,55.61202265137215
20623,103,2147.4399999999996,ZCTA5 20623,population,2997,349,34.367701034367705
20624,18,727.2300000000001,ZCTA5 20624,population,1409,256,12.7750177430802
20625,26,1835.3699999999997,ZCTA5 20625,population,646,301,40.247678018575854
20626,16,1488.6,ZCTA5 20626,population,304,120,52.63157894736842
20627,3,520.24,NA,NA,NA,NA,NA
20628,88,2661.529999999999,ZCTA5 20628,population,477,275,184.48637316561843
20630,57,8129.480000000001,ZCTA5 20630,population,301,146,189.3687707641196
20632,74,1660.4599999999996,ZCTA5 20632,population,432,187,171.2962962962963
20634,2590,41293.05999999995,ZCTA5 20634,population,6478,969,399.8147576412473
20636,1831,39801.99999999989,ZCTA5 20636,population,10805,1009,169.45858398889402
20637,1342,50569.88999999994,ZCTA5 20637,population,5751,725,233.3507216136324
20639,4060,78700.29000000027,ZCTA5 20639,population,15793,662,257.0759197112645
20640,1132,23500.449999999957,ZCTA5 20640,population,10333,706,109.55192102971063
20645,104,2337.07,ZCTA5 20645,population,749,165,138.85180240320426
20646,5750,92164.8600000004,ZCTA5 20646,population,21951,939,261.9470639150836
20650,6687,111278.18000000074,ZCTA5 20650,population,14672,874,455.7660850599782
20653,2289,45948.46000000004,ZCTA5 20653,population,24274,1303,94.29842629974458
20656,4,4,NA,NA,NA,NA,NA
20657,1350,80439.92000000038,ZCTA5 20657,population,19226,847,70.21741391865183
20658,11,1121.18,ZCTA5 20658,population,848,241,12.971698113207548
20659,3755,91069.19000000054,ZCTA5 20659,population,23312,1085,161.07584076870282
20660,2,2000,ZCTA5 20660,population,0,12,Inf
20662,133,9742.390000000005,ZCTA5 20662,population,2876,467,46.24478442280946
20664,281,8245.47,ZCTA5 20664,population,3462,532,81.16695551704217
20667,30,1417.13,ZCTA5 20667,population,633,385,47.393364928909946
20670,19,705.89,ZCTA5 20670,population,1441,327,13.1852879944483
20674,209,9114.100000000006,ZCTA5 20674,population,848,467,246.46226415094338
20675,131,4188.69,ZCTA5 20675,population,2017,453,64.94794248884482
20676,691,23146.85999999999,ZCTA5 20676,population,3848,519,179.57380457380455
20677,10510,52261.30000000037,ZCTA5 20677,population,2416,392,4350.165562913907
20678,2547,50940.49999999995,ZCTA5 20678,population,12261,704,207.7318326400783
20680,44,1978.8,ZCTA5 20680,population,934,356,47.109207708779444
20684,75,3987.879999999999,ZCTA5 20684,population,1066,378,70.35647279549718
20685,1045,30678.48999999994,ZCTA5 20685,population,6942,684,150.5329876116393
20686,5,389.33,ZCTA5 20686,population,1775,482,2.8169014084507045
20687,7,244.3,ZCTA5 20687,population,448,198,15.625
20688,2245,37209.47999999994,ZCTA5 20688,population,1749,378,1283.5906232132647
20689,49,2773.0099999999993,ZCTA5 20689,population,2081,342,23.546371936568956
20690,735,14588.270000000004,ZCTA5 20690,population,905,309,812.1546961325968
20692,20,1091.63,ZCTA5 20692,population,899,402,22.24694104560623
20693,52,1714.5400000000006,ZCTA5 20693,population,833,224,62.4249699879952
20695,426,14520.069999999992,ZCTA5 20695,population,8089,893,52.66411175670664
20701,15,1439.86,ZCTA5 20701,population,92,83,163.04347826086956
20703,36,1705.4399999999998,NA,NA,NA,NA,NA
20705,805,22559.73999999999,ZCTA5 20705,population,27663,1241,29.100242200773597
20706,1107,29126.840000000055,ZCTA5 20706,population,43670,1754,25.34920998397069
20707,1548,34556.44999999992,ZCTA5 20707,population,32798,979,47.197999878041344
20708,789,54085.47,ZCTA5 20708,population,27843,1315,28.33746363538412
20709,7,876.03,NA,NA,NA,NA,NA
20710,72,2001.2699999999995,ZCTA5 20710,population,9553,326,7.536899403328797
20711,727,37307.29999999996,ZCTA5 20711,population,7413,572,98.07095642789695
20712,173,4516.9000000000005,ZCTA5 20712,population,9608,384,18.005828476269777
20714,382,12063.769999999988,ZCTA5 20714,population,4683,595,81.5716421097587
20715,4184,142469.33000000103,ZCTA5 20715,population,27556,977,151.83626070547248
20716,1680,27480.630000000012,ZCTA5 20716,population,22237,781,75.54975940999235
20717,1,26.03,NA,NA,NA,NA,NA
20718,1,24.98,NA,NA,NA,NA,NA
20720,1111,34529.47999999995,ZCTA5 20720,population,22971,1046,48.365330198946495
20721,535,14887.369999999986,ZCTA5 20721,population,29730,1304,17.995290951900436
20722,233,3351.6400000000003,ZCTA5 20722,population,5728,379,40.677374301675975
20723,1100,43215.24999999997,ZCTA5 20723,population,35411,1115,31.06379373640959
20724,696,11786.809999999992,ZCTA5 20724,population,17513,1129,39.741906012676296
20725,12333,55055.410000000214,NA,NA,NA,NA,NA
20726,8,423.17,NA,NA,NA,NA,NA
20732,1193,30932.33999999991,ZCTA5 20732,population,9820,555,121.4867617107943
20733,781,35883.32,ZCTA5 20733,population,2777,334,281.2387468491178
20735,1180,22491.139999999927,ZCTA5 20735,population,38220,1244,30.87388801674516
20736,765,36527.33999999994,ZCTA5 20736,population,9248,627,82.72058823529412
20737,225,5443.21,ZCTA5 20737,population,22295,1170,10.091948867459072
20738,9,132,NA,NA,NA,NA,NA
20740,1193,56220.70999999998,ZCTA5 20740,population,31349,518,38.05544036492392
20741,34,671.36,NA,NA,NA,NA,NA
20742,1,1,ZCTA5 20742,population,6726,366,0.14867677668748142
20743,183,4492.559999999999,ZCTA5 20743,population,37888,1083,4.830025337837838
20744,2353,35052.24999999999,ZCTA5 20744,population,54925,1729,42.84023668639053
20745,1032,53411.80999999974,ZCTA5 20745,population,27790,1238,37.13566030946384
20746,140,2967.6399999999994,ZCTA5 20746,population,27041,1515,5.1773233238415735
20747,375,12687.24,ZCTA5 20747,population,40484,1405,9.262918683924513
20748,653,14587.360000000004,ZCTA5 20748,population,38904,1486,16.78490643635616
20749,83,79.14999999999999,NA,NA,NA,NA,NA
20750,4,102.06,NA,NA,NA,NA,NA
20751,672,10915.30000000001,ZCTA5 20751,population,2091,311,321.377331420373
20753,7,250.49,NA,NA,NA,NA,NA
20754,1336,44534.28999999998,ZCTA5 20754,population,7124,404,187.5350926445817
20755,167,4977.139999999996,ZCTA5 20755,population,10873,893,15.359146509702933
20757,6,153.85,NA,NA,NA,NA,NA
20758,135,4327.030000000003,ZCTA5 20758,population,451,164,299.33481152993346
20759,1027,36052.18999999997,ZCTA5 20759,population,5311,576,193.37224628130295
20760,3,30.82,NA,NA,NA,NA,NA
20762,48,14706.78,ZCTA5 20762,population,3079,382,15.589477102955504
20763,71,3276.5099999999993,ZCTA5 20763,population,1635,484,43.42507645259939
20764,462,12968.499999999998,ZCTA5 20764,population,3829,522,120.6581352833638
20765,522,6221.2599999999975,ZCTA5 20765,population,407,168,1282.5552825552827
20768,8,446.61,NA,NA,NA,NA,NA
20769,210,15896.250000000004,ZCTA5 20769,population,6222,722,33.751205400192866
20770,496,21328.50999999997,ZCTA5 20770,population,24560,555,20.195439739413683
20772,1389,31955.939999999937,ZCTA5 20772,population,45321,1325,30.64804395313431
20773,22,1109.36,NA,NA,NA,NA,NA
20774,841,21914.559999999983,ZCTA5 20774,population,47165,1538,17.831018763913917
20775,8,80,NA,NA,NA,NA,NA
20776,1963,65721.77000000003,ZCTA5 20776,population,3271,604,600.122286762458
20777,293,20180.67,ZCTA5 20777,population,3687,446,79.4684024952536
20778,393,16143.259999999997,ZCTA5 20778,population,2079,446,189.03318903318902
20779,125,5277.000000000001,ZCTA5 20779,population,993,243,125.88116817724068
20781,158,10096.329999999998,ZCTA5 20781,population,11694,815,13.511202325979134
20782,7196,26050.830000000293,ZCTA5 20782,population,33398,1594,215.46200371279716
20783,527,9823.730000000003,ZCTA5 20783,population,45302,1659,11.633040483863848
20784,379,17513.350000000002,ZCTA5 20784,population,30270,1081,12.520647505781302
20785,651,38606.709999999955,ZCTA5 20785,population,38878,1238,16.74468851278358
20791,17,605.24,NA,NA,NA,NA,NA
20794,793,15510.410000000007,ZCTA5 20794,population,17939,1258,44.20536261776019
20797,23,328.5799999999999,NA,NA,NA,NA,NA
20810,7,102.54999999999998,NA,NA,NA,NA,NA
20811,8,255,NA,NA,NA,NA,NA
20812,15,2051.1,ZCTA5 20812,population,309,71,48.543689320388346
20813,43,670.26,NA,NA,NA,NA,NA
20814,2487,202639.16000000053,ZCTA5 20814,population,29021,899,85.69656455670031
20815,3805,721210.8099999983,ZCTA5 20815,population,30664,861,124.08687711974954
20816,2495,284897.07999999885,ZCTA5 20816,population,16316,556,152.91738171120372
20817,3009,522987.4099999978,ZCTA5 20817,population,37315,971,80.6378132118451
20818,316,18863.17999999999,ZCTA5 20818,population,1971,267,160.32470826991374
20824,2,10,NA,NA,NA,NA,NA
20825,4,269.4,NA,NA,NA,NA,NA
20827,174,2008.82,NA,NA,NA,NA,NA
20830,20,467.1,NA,NA,NA,NA,NA
20832,3362,114980.55000000096,ZCTA5 20832,population,26437,669,127.17025381094679
20833,963,30259.05999999992,ZCTA5 20833,population,7369,537,130.68258922513232
20837,3241,57977.12000000006,ZCTA5 20837,population,6287,276,515.5081915062827
20838,24,941.08,ZCTA5 20838,population,302,124,79.47019867549669
20839,18,512.8499999999999,ZCTA5 20839,population,97,132,185.56701030927834
20841,744,21229.879999999983,ZCTA5 20841,population,11443,728,65.01791488246089
20842,136,10108.009999999997,ZCTA5 20842,population,1676,254,81.14558472553699
20849,62,737.24,NA,NA,NA,NA,NA
20850,5886,203583.64000000097,ZCTA5 20850,population,53176,1215,110.6890326463066
20851,719,18287.63,ZCTA5 20851,population,15489,1214,46.42004002840726
20852,4380,157263.340000001,ZCTA5 20852,population,46178,1465,94.85036164407295
20853,2626,124813.38000000051,ZCTA5 20853,population,31061,945,84.54331798718651
20854,12131,944799.1799999998,ZCTA5 20854,population,49189,1010,246.62017930838195
20855,2795,92437.87000000042,ZCTA5 20855,population,15287,1038,182.83508863740434
20857,2,50,NA,NA,NA,NA,NA
20859,988,20682.46999999992,NA,NA,NA,NA,NA
20860,292,14416.610000000002,ZCTA5 20860,population,2855,611,102.276707530648
20861,257,11465.850000000008,ZCTA5 20861,population,1449,285,177.36369910282954
20862,70,3784.6399999999976,ZCTA5 20862,population,341,98,205.27859237536657
20866,1219,25807.389999999996,ZCTA5 20866,population,16365,961,74.4882370913535
20868,122,2218.01,ZCTA5 20868,population,780,281,156.4102564102564
20871,4612,80923.96000000063,ZCTA5 20871,population,18628,923,247.58428172643332
20872,1755,39932.7499999999,ZCTA5 20872,population,12603,664,139.25255891454415
20874,4528,132768.29000000193,ZCTA5 20874,population,61087,1882,74.12379065922373
20875,139,4183.309999999999,NA,NA,NA,NA,NA
20876,3321,59598.96000000026,ZCTA5 20876,population,30778,1207,107.90174800181948
20877,4482,135030.5500000012,ZCTA5 20877,population,38423,1388,116.64888217994431
20878,6764,261582.07000000097,ZCTA5 20878,population,63030,1254,107.31397747104555
20879,1423,46258.66000000008,ZCTA5 20879,population,26164,1451,54.38770830148296
20880,2579,3529.360000000013,ZCTA5 20880,population,547,128,4714.808043875686
20882,2077,55039.370000000104,ZCTA5 20882,population,13988,703,148.48441521303977
20883,8,379.61,NA,NA,NA,NA,NA
20884,1,1,NA,NA,NA,NA,NA
20885,26,173.35,NA,NA,NA,NA,NA
20886,2666,44448.79999999998,ZCTA5 20886,population,34834,1343,76.53442039386806
20888,51,227.00000000000003,NA,NA,NA,NA,NA
20889,3,2,NA,NA,NA,NA,NA
20895,1821,84943.84000000029,ZCTA5 20895,population,19026,651,95.71113213497318
20896,54,6205.740000000002,ZCTA5 20896,population,775,128,69.6774193548387
20901,1373,39357.02999999992,ZCTA5 20901,population,36278,1200,37.846628810849545
20902,2665,111594.10000000116,ZCTA5 20902,population,52908,1695,50.3704543736297
20903,587,24608.239999999972,ZCTA5 20903,population,27973,1683,20.98452078790262
20904,3751,162519.77000000112,ZCTA5 20904,population,55275,1657,67.86069651741293
20905,1413,51927.54000000004,ZCTA5 20905,population,18662,1245,75.71535741078127
20906,5229,113328.51000000157,ZCTA5 20906,population,70749,1502,73.90917186108638
20907,40,632.9200000000002,NA,NA,NA,NA,NA
20908,1,20.24,NA,NA,NA,NA,NA
20910,4974,124519.65000000046,ZCTA5 20910,population,44301,1556,112.27737522855016
20912,343,14698.359999999995,ZCTA5 20912,population,26140,1050,13.121652639632748
20913,1,52.05,NA,NA,NA,NA,NA
20914,1,100,NA,NA,NA,NA,NA
20915,2,10.42,NA,NA,NA,NA,NA
20916,2,10,NA,NA,NA,NA,NA
20918,1,1,NA,NA,NA,NA,NA
20938,1,250,NA,NA,NA,NA,NA
21001,1059,32703.409999999927,ZCTA5 21001,population,24752,762,42.78442146089205
21005,51,1740.7099999999998,ZCTA5 21005,population,2872,321,17.75766016713092
21009,5140,66653.2000000004,ZCTA5 21009,population,29905,1005,171.87761243939138
21010,4,76,ZCTA5 21010,population,211,71,18.95734597156398
21011,6,194,NA,NA,NA,NA,NA
21012,3137,92377.88000000056,ZCTA5 21012,population,21600,779,145.2314814814815
21013,1870,51311.059999999954,ZCTA5 21013,population,4768,401,392.1979865771812
21014,7659,148802.47000000265,ZCTA5 21014,population,36538,764,209.61738464064808
21015,4943,124358.7200000016,ZCTA5 21015,population,29199,869,169.28661940477414
21017,616,9860.279999999992,ZCTA5 21017,population,6983,782,88.2142345696692
21020,2,73.93,NA,NA,NA,NA,NA
21022,6,353.2,NA,NA,NA,NA,NA
21023,18,1727.7,NA,NA,NA,NA,NA
21028,651,12705.77,ZCTA5 21028,population,2783,305,233.9202299676608
21029,996,55820.07999999995,ZCTA5 21029,population,10895,781,91.4180816888481
21030,2511,108375.52000000064,ZCTA5 21030,population,24396,1167,102.92670929660599
21031,3,121.07,ZCTA5 21031,population,0,12,Inf
21032,2557,106763.8800000004,ZCTA5 21032,population,8084,542,316.30380999505195
21034,196,4830.949999999999,ZCTA5 21034,population,3483,419,56.27332759115705
21035,1619,105207.05000000032,ZCTA5 21035,population,7957,600,203.46864396129195
21036,128,7781.639999999995,ZCTA5 21036,population,2112,274,60.60606060606061
21037,2560,132253.67000000077,ZCTA5 21037,population,21046,917,121.63831606956191
21040,1925,35919.79999999996,ZCTA5 21040,population,24166,1070,79.65736985847884
21041,24,1808.51,NA,NA,NA,NA,NA
21042,5156,197983.37000000064,ZCTA5 21042,population,41195,895,125.16082048792329
21043,6185,122321.36000000112,ZCTA5 21043,population,47351,1092,130.62026145171168
21044,2871,89628.98000000049,ZCTA5 21044,population,44256,1314,64.87255965292842
21045,2114,65944.75000000004,ZCTA5 21045,population,40365,1171,52.37210454601759
21046,1732,41757.79999999992,ZCTA5 21046,population,15655,884,110.63557968700096
21047,1600,55999.08000000003,ZCTA5 21047,population,12266,558,130.44187184086093
21048,1342,54494.54000000002,ZCTA5 21048,population,10276,948,130.59556247567147
21050,2703,80880.23000000008,ZCTA5 21050,population,18123,593,149.1474921370634
21051,23,1247.9199999999998,ZCTA5 21051,population,295,92,77.96610169491527
21052,33,576.63,ZCTA5 21052,population,211,101,156.39810426540285
21053,1337,18719.859999999982,ZCTA5 21053,population,3225,469,414.57364341085275
21054,1243,55027.50999999999,ZCTA5 21054,population,11199,933,110.99205286186267
21056,146,61699,ZCTA5 21056,population,158,90,924.0506329113924
21057,803,30587.21999999996,ZCTA5 21057,population,4232,344,189.74480151228735
21060,2913,77188.22000000016,ZCTA5 21060,population,34899,1394,83.46944038511133
21061,4334,94884.25000000096,ZCTA5 21061,population,53860,1486,80.46787968808022
21071,73,2712.2000000000007,ZCTA5 21071,population,581,311,125.64543889845095
21074,1937,41324.14,ZCTA5 21074,population,15166,842,127.71989977581433
21075,1098,38737.78999999992,ZCTA5 21075,population,33726,935,32.55648461127913
21076,1184,37133.1999999999,ZCTA5 21076,population,17442,1168,67.88212360967778
21077,3,86.21000000000001,ZCTA5 21077,population,276,171,10.869565217391305
21078,3100,79610.61000000061,ZCTA5 21078,population,18366,561,168.79015572253076
21082,236,4434.750000000003,ZCTA5 21082,population,656,175,359.7560975609756
21084,1880,31766.83999999992,ZCTA5 21084,population,7603,622,247.2708141523083
21085,2769,60720.31000000001,ZCTA5 21085,population,16055,713,172.46963562753038
21087,2194,51768.68000000009,ZCTA5 21087,population,5394,335,406.74823878383387
21088,5,207.86,NA,NA,NA,NA,NA
21090,912,24629.47999999995,ZCTA5 21090,population,9991,595,91.2821539385447
21092,1,48.93,NA,NA,NA,NA,NA
21093,9103,260605.55000000255,ZCTA5 21093,population,37996,864,239.5778503000316
21094,15,371.92,NA,NA,NA,NA,NA
21102,1820,33108.76999999995,ZCTA5 21102,population,11787,625,154.40739798082635
21104,1121,24535.42999999998,ZCTA5 21104,population,5762,508,194.55050329746615
21106,2,73.93,NA,NA,NA,NA,NA
21108,2665,93759.31000000042,ZCTA5 21108,population,18782,916,141.89117239910553
21111,900,31044.06999999993,ZCTA5 21111,population,5387,704,167.06886950064973
21113,2621,93812.13000000056,ZCTA5 21113,population,34473,1368,76.03051663620805
